#AndresSTyle,353694.0
#Mind Warehouse,75065.0
#SeekingTheTruth,119011.0
Annapurna Studios,1532904.0
Anne-Marie,757208.0
Annie LeBlanc,1645571.0
Annika Victoria,19281.0
Annoying Orange,67977.0
Anonymous Official,68057.0
AnselElgortVEVO,346318.0
AntAhprernA,615664.0
Anthem Game,1504564.0
Anthony Ying,65018.0
AnthonyPadilla,44316.0
Anthonys Digital Lifestyle Dotcom,11810.0
Anti School,54911.0
Antonio Vargas,411228.0
AntsCanada,152118.0
Anwar Jibawi,435238.0
Any Bill Maher Fans,5050.0
Apandah,552560.0
ApauHawaiiTours,46551.0
ApexTV,70758.0
Apni Dunya Tv,520018.0
Apollo Legend,543791.0
Apple,259925.0
Apple Canada,7855.0
Apple Eater,306882.0
April LaJune,48490.0
Architectural Digest,175490.0
ArcticMonkeysVEVO,462340.0
Arek Suroboyo,651958.0
AresPromo,17986.0
Ari Melber 1,13594.0
Ariana Grande`,474275.0
ArianaGrandeMexico,592515.0
ArianaGrandeVevo,2014792.0
Arica Hutton,112836.0
Aris Koumis,74589.0
Aristegui Noticias,591863.0
Armoured Skeptic,141308.0
Army Unnie,133832.0
Arre,662985.0
ArsenalFanTV,202736.0
ArtDuMalaise,2026.0
As/Is,117456.0
Asa Medina,54449.0
AsapSCIENCE,104434.0
AshComps7,265939.0
Ashly Schwan,30907.0
Asia's Got Talent,1233414.0
Asian Boss,104247.0
Asif Firdousi,198508.0
Ask A Mortician,44307.0
AskAnythingChat,324230.0
Aspyn Ovard,258668.0
Associated Press,49284.0
Asthmatic Kitty Records,69743.0
At The Races,486409.0
Atlanta Journal-Constitution,317055.0
Atlantic Records,102299.0
Atrapados En El Tiempo,5999690.0
Attessia TV,37835.0
Atul Khatri,393311.0
Audio Music,78141.0
Augray_Sorn,342489.0
Aurelien Fontenoy,408859.0
Austin Evans,221946.0
Australia,571499.0
Australian Open TV,219362.0
AvE,112192.0
Avec Simon,2874.0
Aviron Pictures,329733.0
Avocado,2735642.0
Avxry,704063.0
AwakenWithJP,21527.0
AwesomenessTV,90340.0
Awestruck,36895.0
Awkward Puppets,257082.0
Ayoub Hamraoui,265303.0
AzealiaBanksVEVO,345691.0
Azerrz,716441.0
AzzyLand,166840.0
AÃ©roports de MontrÃ©al,5730.0
BABYMETAL,482179.0
BAKA NOT NICE,68513.0
BANGTANTV,1596081.0
BB Ki Vines,2496054.0
BBBLithuania,517244.0
BBC,66851.0
BBC America,39133.0
BBC News,20733.0
BBC Persian,8737.0
BBC Radio 1,92320.0
BBC Tiáº¿ng Viá»‡t,364669.0
BBCRadio1VEVO,329924.0
BCC Trolling,941129.0
BE AMAZED,89845.0
BE-AT.TV,207437.0
BEAUTY NEWS,23573.0
BFMTV,1667470.0
BFR 1,198297.0
BICH PHUONG,2690715.0
BITAG OFFICIAL,89300.0
BKChatWorld,71473.0
BLACK TIGER,534912.0
BLACKPINK,360174.0
BLACKPINKxXxBTS,724574.0
BOL Media BOL,205812.0
BOL Network,181124.0
BOOMPANOT.COM,1300826.0
BOUNTY HUNTER D,96949.0
BPEarthWatch,17821.0
BREAKING NEWS TODAY,42670.0
BRIGHT SIDE,54036.0
BRISxLIFE,51360.0
BROCKHAMPTON,28770.0
BRUH SAVAGE,105081.0
BT Sport,997654.0
BTNews English,1201851.0
BTNews Hindi,251672.0
BTS & ARMY News,289179.0
BTS BEING BTS,131582.0
BTS MOMENTS,426132.0
BTS Videos,740800.0
BTS WooJiHwa,137042.0
BUILD Series,190049.0
BURGER KING,260345.0
BVBArmyVEVO,646746.0
BabbleTop,163776.0
Babbu Maan,111872.0
BabsBeauty,69951.0
BabyZone,487251.0
Bachelor Nation on ABC,30791.0
BachelorsPadTv,544139.0
BackstreetBoysVEVO,2822391.0
Bad Bunny,3834729.0
Bad Lip Reading,432076.0
BadComedian,1104552.0
BadmintonWorld.tv,17728.0
Baileyando Backup,128901.0
Baited!,124458.0
Baky Popile Official,119277.0
Baladas Romanticas en EspaÃ±ol,925884.0
BalajiMotionPictures,9999999.0
Balitang Pinoy,148917.0
BallerVisions,569644.0
BalliNation,100122.0
Ballislife,393403.0
Bamb Beats,258041.0
Bangtan Subs,101288.0
Bapt&Gael,448527.0
Barcroft TV,137672.0
Barry Kramer,48991.0
Barstool Sports,378140.0
Bart & Geo,31249.0
Bart Baker,127139.0
BasVEVO,453365.0
Basement Reels,12608.0
Basketball Spotlight,142979.0
BastilleVEVO,1423357.0
BatFlunch,315060.0
Battle Universe,154502.0
Battle Universe!,137196.0
Battlefield,2474560.0
Bayan Media Network,41437.0
Bazar du Grenier,105975.0
Be Amazed,40407.0
BeakIncV2,16691.0
Bearing,106218.0
Beasty Reacts,263540.0
BeatFilms,424675.0
Beats 1 Radio,392394.0
Beats 1 on Apple Music,469187.0
Beatz and Bluntz,542436.0
Bebe Rexha,1862357.0
BeckyGVEVO,6978753.0
BeingU Music,5669510.0
Bella Fiori,152284.0
Bella and Vienna,211212.0
BellatorMMA,1107916.0
BellyVEVO,124453.0
Ben Katz,277324.0
Ben Pluimer,931830.0
Ben Sitz,234901.0
Benji,86185.0
Berd,73933.0
Bering Sea Gold TV Show,12375.0
Best Christmas Movies 2018,44809.0
Best Ever Food Review Show,29173.0
Best GamePlays,77650.0
Best Pakistani Dramas,45420.0
Best.Cover.Ever.,269061.0
Bethany Mota,987801.0
Betim,121612.0
Betoch Comedy,100167.0
Beyonce,430611.0
Beyond The Trailer,239894.0
BeÅŸiktaÅŸ KÃ¼ltÃ¼r Merkezi (BKM),46950.0
Bf  Bolly,5757081.0
Bhad Bhabie,303647.0
Big Bear,48758.0
Big Brother,245406.0
Big Brother Replay,8505.0
Big Brother UK,344874.0
Big Brother Universe,299158.0
Big Island Video News,48970.0
Big Machine Label Group,13397.0
Big Marvel,408581.0
BigBoyTV,120900.0
BigDawsTv,279527.0
BigfloetoliVEVO,1995712.0
Bignol,1688949.0
Bigorneaux & Coquillages,2031981.0
Bijuu Mike,135453.0
Bill Omar,89479.0
Bill Smith,50421.0
Bill's TV,32580.0
Billboard,71166.0
Billboard Charts,321968.0
Billboard News,114246.0
Billy Green,53552.0
Billyray Wapass,5595.0
Binging with Babish,268097.0
BiscootTV,303702.0
Black Pigeon Speaks,98533.0
BlackMVEVO,396658.0
Blaire White,184733.0
Blake Shelton,279586.0
BlansaroniTV,93777.0
Blazendary,186087.0
Bleacher Report,181713.0
Bleecker Street,1267983.0
Blind Wave,163606.0
BlocBoy JB,38441.0
Blonded,104496.0
BlorxEM,10084.0
Blossom,1480917.0
Blu-Ray Clips,601662.0
BluesMachine,18738.0
BluuJay,987887.0
Bob Marley Experience,190404.0
Bobby Bones,285212.0
Bobby Burns,50653.0
Bobby Duke Arts,113332.0
Boldly,110229.0
Bollywood Bai,1347346.0
Bollywood Fuzz,495757.0
Bollywood Insight,1280524.0
Bollywood Mirchii,1560172.0
Bollywood Mumbai,207452.0
Bollywood Now,1401479.0
Bollywood Samachar,2479582.0
Bollywood Spy,340044.0
Bombard's Body Language,31550.0
Bon AppÃ©tit,61215.0
Boogie Woogie,39943.0
Borgore,84605.0
BornToSlay,198004.0
BossDT,58754.0
Boster Voice,209870.0
Boston Celtics on MassLive,1637.0
BostonDynamics,346761.0
Box Office Clips,368189.0
BoxerVisionHD,1063381.0
Boxing Legends TV,258858.0
Boys -WTF,7167.0
Brad Mondo,43109.0
Brad Reed,55282.0
Brady Trettenero,151924.0
Brand B,952447.0
Brand Sins,60022.0
Brandon Becker,75299.0
Brandon Hubschman,317146.0
BrasherN,80760.0
Brat,248361.0
Brau Avitia 2,20561.0
Brave Wilderness,167164.0
Bravo,6818.0
Bravo Express,218542.0
Brawadis,119277.0
Breakfast Club Power 105.1 FM,130172.0
Breakfast With Champions,363904.0
Breaking Banter,115609.0
Breaking News,47658.0
Breaking News 2018,68013.0
Breaking News Today,47680.0
Breaking News Today - Official Channel,122388.0
Breaking Political News,49554.0
Breaking Talents Showcase,18628.0
BreakingBenjaminVEVO,157895.0
Breathe Paradise,105135.0
Breezo Baby,70961.0
Breitbart News,205380.0
Brent Pella,462490.0
BrettYoungVEVO,541729.0
Brianna Bonetti,69110.0
Bright Sun Films,34090.0
BrioTV,84662.0
Britain's Got Talent,106349.0
Broadcast TV,75756.0
BroadwayAcrossCanada,4709.0
Brooklyn Nine-Nine,11562.0
Brooklyn and Bailey,705776.0
Brothers Green Eats,46034.0
BrothersOsborneVEVO,141897.0
Bruno Mars,567412.0
Brusty Brab,256532.0
Brut,593582.0
BuBuPlus,428683.0
Bubzvlogz,31172.0
Bucking Trump,52982.0
Budweiser,317426.0
BudweiserCanada,75156.0
Buggy - Mobile Gaming,241313.0
BurnsVEVO,5015137.0
Business Insider,777971.0
Butch Hartman,144813.0
Butcher Boyz Rule,7650.0
Buttered Side Down,209123.0
BuzzFeed Celeb,308814.0
BuzzFeed News,286533.0
BuzzFeedBlue,118086.0
BuzzFeedVideo,103264.0
By Instincts,64248.0
BÃ˜RNSmusicVEVO,285261.0
Bá»‘ Æ¡i mÃ¬nh Ä‘i Ä‘Ã¢u tháº¿ - MÃ¹a 4,1991215.0
C Ã  vous,68604.0
C-SPAN,60228.0
C-TONIGHT,47437.0
C9ggTV,82496.0
CAT night,81763.0
CAguileraVEVO,886067.0
CBC,33637.0
CBC Music,4936.0
CBC NL - Newfoundland and Labrador,16337.0
CBC News,3452.0
CBC News: The National,8223.0
CBC Sports,7288.0
CBCDrama,180678.0
CBS Boston,62659.0
CBS Local News,223474.0
CBS Los Angeles,84040.0
CBS Miami,422125.0
CBS New York,26946.0
CBS News,616782.0
CBS Philly,23211.0
CBTS Stream,61741.0
CCTV News,83061.0
CCTVä¸­å›½ä¸­å¤®ç”µè§†å°,42483.0
CCTVä¸­æ–‡å›½é™…,26184.0
CCTVæ˜¥æ™š,98921.0
CCTVç»¼è‰º,48228.0
CDNThe3rd,274274.0
CDS India,780184.0
CELEBRITY PLUS,179985.0
CFIP,153333.0
CFL Insider,29733.0
CGP Grey,296408.0
CH2,84665.0
CHANNEL-TV,110598.0
CHANNEL90seconds newscom,34399.0
CHESTBRAS,3862.0
CHRIS-RS,229866.0
CJENMMUSIC Official,510009.0
CK Entertainment Pvt Ltd,2217287.0
CLB ThÃ´ng tin truyá»n thÃ´ng BÃ¬nh Äáº¡i,1819170.0
CNBC,106758.0
CNET,95727.0
CNN,27281.0
CNN Live,10376.0
CNN Live HD,33431.0
CNNMoney,399347.0
COLORS,73490.0
CONCACAF,8597.0
COSMEHOLICS ANONYMOUS,9356.0
CREA | ACI,1898.0
CREATION,16763.0
CROSSFACE CLUB,4200469.0
CRYPTOSHELDON,111729.0
CTV News,1869.0
CTV Television,8117.0
CUFBOYS,162563.0
CURLSASK,2248.0
CYR!L,288113.0
CYRIL /SUPERKONAR,404819.0
Caitlin Shoemaker,21555.0
Calbel,81595.0
CaldwellBPanda,36228.0
CalebCity,121381.0
Calfreezy,340103.0
Calgary Herald,5336.0
Call of Duty,476718.0
Callux,550813.0
CalumScottVEVO,399291.0
Calvin Klein,8532222.0
CalvinHarrisVEVO,1026868.0
Cam Grande Brune,8584.0
Cam and Jeff,65274.0
Cam'ron,440727.0
Cameron Fuller,59217.0
Camila Cabello,1003082.0
Camila Cuevas,272123.0
CamilaCabelloVEVO,188453.0
Campo Santo Productions,238255.0
CampusReform,337440.0
Canada Soccer,10803.0
Canadian Tire,7610.0
CanadianJock,3547.0
Canadiens de MontrÃ©al,3549.0
Canal del FÃºtbol Peruano,458992.0
Candide Thovex,388810.0
Canucks,1392.0
CanucksHub,2641.0
Capital,263463.0
Capital FM,112025.0
Captain Eggcellent,75399.0
CaptainDisillusion,175035.0
CaptainSparklez,85937.0
CarManiaMx,19646.0
Cardi B,219555.0
Cards Against Humanity,295217.0
Caribers A Bordo,2408207.0
Carl & Jinger Family,112754.0
Carl is cooking,8237.0
Carla Gagne,41913.0
Carla Resendiz,349459.0
Carli Bybel,150058.0
Carnatavr T,415706.0
CarryMinati,1379923.0
Cars.com,107872.0
Carter Sharer,77474.0
Cartoon Network,194914.0
Casey Holmes,67822.0
CaseyHolmesVlogs91,208319.0
CaseyNeistat,593542.0
CashNasty,484028.0
Caso Cerrado,195517.0
CasonVids,35550.0
Caspar,452158.0
CassowGOTY,45923.0
Castanet News,3663.0
Casually Explained,568499.0
Catch Em All Fishing,137332.0
Cavaliers Webmaster,59816.0
CaxiasNET,54211.0
Cayleigh Elise,27274.0
Cedryck,381746.0
Celeb Interview,40172.0
CelebNews17,139558.0
Celebrities Lifestyle,626832.0
Celebrities TV,34088.0
CelebritiesDirectory,108319.0
Celebrity News Today,358673.0
Celebrity Snap City,210327.0
CelineDionVEVO,3537505.0
Cesur DÃ¼ÅŸÃ¼nce,59490.0
Ch3Thailand,375722.0
Chad Wild Clay,97001.0
ChadWithaJ,51978.0
Chadtronic,83741.0
Chael Sonnen,143748.0
ChainsmokersVEVO,1023661.0
Chance,534847.0
ChangeofplanZ,99152.0
Chani Nattan,49078.0
Channel 4,194030.0
Channel 4 News,95679.0
Channel Awesome,84403.0
Channel NewsAsia,1334746.0
Channon Rose Vlogs,110767.0
Chantel Jeffries,71045.0
Charisma on Command,219749.0
Charles Soares,21943.0
Charlie Corts,722745.0
Charlie Puth,585791.0
Chat Sports,533770.0
Chelsea,18757.0
Chess Club,5106.0
ChevroletCanada,5974.0
Chikkaness Ave,259043.0
ChildishGambinoVEVO,546527.0
ChilledCow,160809.0
Chills,62549.0
Chilly Willy,402547.0
Chloe Morello,111675.0
Choisissez le nom,2081015.0
Chosen Generation,271810.0
Chouftv - Ø´ÙˆÙ ØªÙŠÙÙŠ,779255.0
Chris Abraham,48301.0
Chris And Queen,814547.0
Chris Chann,112907.0
Chris Cross,44897.0
Chris Ken Simpson,198636.0
Chris Klemens,40672.0
Chris Ramsay,164351.0
Chris Ray Gun,141768.0
Chris Rosa,2729389.0
Chris Ruden,505235.0
Chris Smoove,78724.0
Chris Stuckmann,77329.0
Chris Turner,221067.0
Chris Tyson,120900.0
Chris Van Vliet,2056151.0
ChrisBrownVEVO,863299.0
ChrisFix,160957.0
ChrisMD,381346.0
ChrisStapletonVEVO,221288.0
Chrisspy,140591.0
Christen Dominique,38857.0
Christi Quinn,103148.0
Christian Dumon,6076566.0
Christian Guzman,91861.0
Christian Niklas,39312.0
Christine Sydelko,311776.0
Christmas Songs,287944.0
Christmas Time,570216.0
Christopher Jefry Salas Valdez,565911.0
Chubbyemu,122506.0
Chunkz,220455.0
ChÃ o NgÃ y Má»›i 24h,346158.0
Cian Twomey,30590.0
Cinema Of Gaming,114448.0
Cinema Vikatan,705139.0
CinemaSins,328296.0
CinemaWins,92936.0
Cinemassacre,520392.0
Cineulagam,632935.0
City Dreamer,62534.0
City of Sydney,719851.0
CityNews Toronto,2720.0
Clash Royale,864491.0
Clash of Clans,417825.0
Classic Mr. Bean,294433.0
Classical Songs,160756.0
Claudia Sulewski,91264.0
ClayClaim,232099.0
Clean Bandit,471533.0
Clean My Space,22343.0
Clean Slate Films,871120.0
Cleanprincegaming,206820.0
Cleetus McFarland,143702.0
Cleo Tellier,324907.0
Clevver News,40954.0
Clevver Style,80309.0
ClevverTV,85417.0
Click On Detroit | Local 4 | WDIV,10887.0
Clicknetwork,126297.0
CliveNBAParody,14592.0
Closer,87751.0
Cloudy,8290.0
Clovis Blondin,1683.0
Clumsy,135254.0
CoD Forlan,119423.0
Coach Jeremy,15398.0
Coachella,8478721.0
Cobra Kai,469484.0
Codee Yount,32758.0
Cody Ko,110354.0
Cody'sLab,214946.0
CoeurDePirateVEVO,40930.0
CokaÃ¯n.fr,197889.0
Cole Bennett,277923.0
Cole Bennett - Lyrical Lemonade,1433689.0
Cole and Marmalade,60601.0
Colleen Ballinger,603426.0
CollegeHumor,171066.0
ColliderVideos,260840.0
Collin Abroadcast,403491.0
Collins Key,5275682.0
CollÃ¨ge Saint-Bernard,5097.0
Columbus Division of Police,610942.0
Comedian fk / Comedy,227749.0
Comedy Central UK,76543.0
Comedy Radio,4453660.0
Comedy Shack,93952.0
ComedyShortsGamer,383173.0
Comicbook.com,323829.0
Comment Awards,86916.0
Commercial Guys Interactive,584730.0
CommercialTime,52882.0
Community Table,77340.0
Complex,316603.0
ComradeWarbear,648191.0
Conor Maynard,776290.0
Consequence of Sound,134473.0
Conservatism,8545.0
Conservative Citizen,25954.0
Conservative Network,6885.0
ContraPoints,26438.0
CooL Vines,158478.0
Cool Videos,22386.0
CoolestClips,93022.0
Cordylobia Anthropophaga,40428.0
Corey La Barrie,128826.0
Corporate Bro,100920.0
Corridor,345870.0
CoryxKenshin,528257.0
CotDammitElizabeth,78449.0
Country Christmas Music,105654.0
Country Music Experience,257604.0
Coupe du Monde Russie 2018,172818.0
Cover Music,432283.0
Cow Chop,73802.0
Cracked,77839.0
Cracken News,7867.0
Crainer,132889.0
CranberriesVEVO,1174711.0
Crash the V8s,114605.0
CrashCourse,21077.0
CrashRacing,1992282.0
CraveTV,5048.0
Crazy 4 Bollywood,308474.0
Crazy Chimp Int.,116630.0
Crazy Play A,150755.0
Crazy Pumpkin,764234.0
CrazyRussianHacker,121952.0
Creative Creek,635547.0
CreepyWorld,61351.0
Cric7 Videos,411655.0
Crime Watch Daily,16486.0
Criminally Listed,14300.0
CriousGamers (Chilled Chaos),60097.0
Cris Stonem,51335.0
CrossFitÂ®,26521.0
Croton MEGA HIT å…‹é “å‚³åª’2017çˆ†æ¬¾å¤§åŠ‡,36246.0
Crowbcat,459003.0
Crown Records,153860.0
CrowsEyeProductions,352201.0
Crying Nintendo Kid,1022200.0
CupcakeJemma,36811.0
Curling Canada,4776.0
Cut,63939.0
Cute Life Hacks,84723.0
Cx TV,218993.0
CyberBaited,259384.0
Cynthia Dulude,15211.0
Cynthia Dulude VLOGS,6853.0
CyoteTV,118485.0
CypherDen,222209.0
Cyprien,639487.0
D,977424.0
D R Production,288975.0
D100 Radio,9924.0
D5 Channel Punjabi,81815.0
DADJU,424525.0
DALLMYD,95216.0
DC AlertTvShows,199364.0
DD ToonZ,383185.0
DDG,222374.0
DEOMediaHD,605683.0
DEOMediaTV,419916.0
DESI TADKA,230276.0
DESIBLIKE,4083.0
DFBGuide,58095.0
DIEMONDOTCOM,242479.0
DIEN QUAN Comedy / HÃ i,1097806.0
DIEN QUAN Entertainment / Giáº£i TrÃ­,154395.0
DIRTY HEADFONES,49667.0
DJ & Von Makes You Laugh,296215.0
DJ Akademiks,127254.0
DJABA,30746.0
DJESCOVEVO,144451.0
DJKhaledVEVO,221476.0
DKDKTV,191974.0
DLMusic,517257.0
DLS News,1522825.0
DMW HQ,44887.0
DOM,430408.0
DONG,106893.0
DOVE TELEVISION,27097.0
DU30 News,94162.0
DUTERTE ADMINISTRATION,43665.0
DUTERTE NEWS REPORT,142675.0
DVV Entertainments,883804.0
Daas Harjit Singh,125390.0
Daddy Mohan Records,175892.0
Daddy Yankee,1230841.0
Daidus,206762.0
Daily Audio,65974.0
Daily Caller,649781.0
Daily Dose Of Internet,145549.0
Daily Fortnite Battle Royale Moments,490503.0
Daily Mail,45970.0
Daily News,7357.0
Daily Post Punjabi,51919.0
DailyTop10s,233206.0
DaisyxBTS 07,578928.0
Daithi De Nogla,164817.0
Dale Dai,1392244.0
Dallas Moore,109801.0
Dan Mace,661982.0
DanAndPhilGAMES,685740.0
DanPlan,37898.0
DanTDM,632366.0
Danger Cats,3154.0
Dani Ochoa,726453.0
Daniel Goldin,80910.0
Daniel Mayhall,41217.0
Danielle Lydon,75478.0
Daniil le Russe,326798.0
Danish Khan,58678.0
Danny Duncan,177222.0
Danny Gonzalez,38446.0
Dans Ton Corps,103920.0
Dans nos Laurentides.com,8932.0
DarksBello Edits,504205.0
DarryVideoEdit,165846.0
Darryl Granberry,597372.0
DashieGames,219605.0
DatPiff,135160.0
Dauntless Dialogue,93918.0
Dave Lee,249181.0
DaveHax,116111.0
David Dobrik,512054.0
David Dobrik Too,1374145.0
David Guetta,362255.0
David Johnston,23362.0
David LagassÃ©,6587.0
David Mitchell,110829.0
David Pakman Show,39747.0
David Smithers,34156.0
DavidLafargePokemon,486719.0
DavidParody,94359.0
DavidoVEVO,347493.0
Davie504,1017019.0
Daym Drops,73543.0
Daz Games,234888.0
Dead By Daylight,235382.0
Dead Meat,200307.0
Deejdesign,31450.0
